City_ID,City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
375,375,Alice Springs,AU,2022-05-24 20:22:00,-23.7,133.8833,284.9,71,75,0.0
376,376,Saint-Augustin,CA,2022-05-24 20:22:01,51.226,-58.6502,285.62,41,89,4.31
377,377,Behbahan,IR,2022-05-24 20:22:01,30.5959,50.2417,301.22,15,0,6.05
378,378,Souillac,MU,2022-05-24 20:22:01,-20.5167,57.5167,296.36,83,75,1.54
379,379,Los Llanos De Aridane,ES,2022-05-24 20:22:02,28.6585,-17.9182,292.01,79,75,6.69
380,380,Churapcha,RU,2022-05-24 20:22:02,62.0025,132.4325,277.02,90,83,3.79
381,381,Lufilufi,WS,2022-05-24 20:22:02,-13.8745,-171.5986,298.59,74,99,8.13
382,382,Funtua,NG,2022-05-24 20:22:02,11.5233,7.3081,302.73,26,7,2.03
383,383,Rawson,AR,2022-05-24 20:18:23,-43.3002,-65.1023,282.49,33,7,8.86
384,384,Sibsagar,IN,2022-05-24 20:22:03,26.9833,94.6333,300.12,77,100,1.07
385,385,Provideniya,RU,2022-05-24 20:22:03,64.3833,-173.3,282.53,49,100,2.72
386,386,Warwick,US,2022-05-24 20:19:18,41.7001,-71.4162,294.18,53,40,6.17
387,387,Tilichiki,RU,2022-05-24 20:22:03,60.4667,166.1,278.35,81,53,0.39
388,388,Vila,PT,2022-05-24 20:22:04,42.0304,-8.1588,282.64,80,90,1.46
389,389,Fairbanks,US,2022-05-24 20:17:06,64.8378,-147.7164,289.27,32,20,1.54
390,390,Palu,ID,2022-05-24 20:22:04,-0.8917,119.8707,298.14,88,99,1.27
391,391,Kieta,PG,2022-05-24 20:22:04,-6.2167,155.6333,298.83,78,19,1.3
392,392,Olafsvik,IS,2022-05-24 20:22:05,64.8945,-23.7142,280.0,83,100,2.37
393,393,San Ramon,US,2022-05-24 20:22:05,37.7799,-121.978,308.68,19,0,3.6
394,394,Taozhuang,CN,2022-05-24 20:22:05,34.85,117.3333,290.98,89,10,2.99
395,395,Terney,RU,2022-05-24 20:22:06,45.0503,136.6092,284.81,97,99,1.0
396,396,Ebolowa,CM,2022-05-24 20:22:06,2.9,11.15,293.34,99,100,1.11
397,397,Nova Olimpia,BR,2022-05-24 20:22:06,-14.7972,-57.2881,305.59,25,6,2.11
398,398,Havre-Saint-Pierre,CA,2022-05-24 20:22:07,50.2334,-63.5986,286.35,47,0,6.69
399,399,Faanui,PF,2022-05-24 20:22:07,-16.4833,-151.75,300.61,69,5,7.86
400,400,Corrente,BR,2022-05-24 20:22:07,-3.7367,-43.3394,298.42,85,100,1.04
401,401,Goderich,CA,2022-05-24 20:22:08,43.7501,-81.7165,288.33,58,53,4.63
402,402,Harwich,GB,2022-05-24 20:22:08,51.9419,1.2844,285.49,83,29,2.24
403,403,Saint-Philippe,RE,2022-05-24 20:22:08,-21.3585,55.7679,294.92,81,38,5.32
404,404,Coquimbo,CL,2022-05-24 20:22:08,-29.9533,-71.3436,288.0,94,100,5.66
405,405,Umea,SE,2022-05-24 20:22:09,63.8284,20.2597,282.11,66,0,1.03
406,406,Yumen,CN,2022-05-24 20:22:09,40.2833,97.2,293.36,26,100,13.02
407,407,Longhua,CN,2022-05-24 20:22:09,23.6137,114.1919,297.6,98,100,0.68
408,408,Ketchikan,US,2022-05-24 20:22:10,55.3422,-131.6461,284.41,58,75,2.06
409,409,Brae,GB,2022-05-24 20:22:10,60.3964,-1.353,282.29,78,100,3.13
410,410,Jacareacanga,BR,2022-05-24 20:22:10,-6.2222,-57.7528,300.56,74,100,1.17
411,411,Banhigan,PH,2022-05-24 20:22:31,9.859,123.3893,300.51,80,88,1.12
412,412,Agadez,NE,2022-05-24 20:22:31,19.75,10.25,306.19,10,99,4.46
413,413,Mareeba,AU,2022-05-24 20:22:31,-17.0,145.4333,291.55,94,40,0.83
414,414,Papagaios,BR,2022-05-24 20:22:31,-19.4492,-44.7478,294.49,46,75,2.32
415,415,Airai,TL,2022-05-24 20:22:32,-8.9266,125.4092,288.98,96,85,1.38
416,416,Farafangana,MG,2022-05-24 20:22:32,-22.8167,47.8333,294.66,91,43,3.18
417,417,Lasa,IT,2022-05-24 20:22:32,46.6166,10.7002,287.64,93,100,1.27
418,418,Stromness,GB,2022-05-24 20:22:33,58.965,-3.296,284.13,84,13,0.45
419,419,Abyek,IR,2022-05-24 20:22:33,36.0667,50.55,291.93,48,0,3.71
420,420,Karratha,AU,2022-05-24 20:22:33,-20.7377,116.8463,296.2,44,3,3.25
421,421,Acarau,BR,2022-05-24 20:22:33,-2.8856,-40.12,299.19,84,61,4.26
422,422,Husavik,IS,2022-05-24 20:22:34,66.0449,-17.3389,280.84,78,100,4.71
423,423,Rahuri,IN,2022-05-24 20:22:34,19.3833,74.65,300.02,63,0,5.87
424,424,Puerto Del Rosario,ES,2022-05-24 20:22:34,28.5004,-13.8627,294.01,78,75,10.29
425,425,Burnie,AU,2022-05-24 20:22:35,-41.0667,145.9167,283.12,82,100,4.95
426,426,Cayenne,GF,2022-05-24 20:22:35,4.9333,-52.3333,302.17,21,75,7.2
427,427,Vardo,NO,2022-05-24 20:22:35,70.3705,31.1107,277.14,87,0,6.69
428,428,Doka,SD,2022-05-24 20:22:35,13.5167,35.7667,306.14,29,87,2.68
429,429,Falmouth,GB,2022-05-24 20:13:37,50.1544,-5.0711,286.65,76,75,4.63
430,430,Daru,PG,2022-05-24 20:22:36,-9.0763,143.2092,299.87,82,89,4.82
431,431,Bandarbeyla,SO,2022-05-24 20:22:36,9.4942,50.8122,300.19,82,7,11.99
432,432,Tumkur,IN,2022-05-24 20:22:36,13.3422,77.1017,296.9,71,71,1.5
433,433,Pavlohrad,UA,2022-05-24 20:22:37,48.5167,35.8667,284.28,66,97,2.6
434,434,Adrar,MR,2022-05-24 20:22:37,20.5022,-10.0711,307.32,8,0,3.58
435,435,Baoshan,CN,2022-05-24 20:22:37,46.5586,131.4244,282.36,96,100,2.17
436,436,Lompoc,US,2022-05-24 20:22:06,34.6391,-120.4579,303.58,60,0,4.12
437,437,Plainfield,US,2022-05-24 20:22:38,40.6168,-74.4173,293.47,54,100,4.63
438,438,Nanortalik,GL,2022-05-24 20:22:38,60.1432,-45.2371,274.2,66,23,14.17
439,439,Aloleng,PH,2022-05-24 20:22:38,16.1307,119.7824,300.99,79,16,3.49
440,440,Coihaique,CL,2022-05-24 20:18:34,-45.5752,-72.0662,277.49,85,8,2.1
441,441,Port Hedland,AU,2022-05-24 20:22:38,-20.3167,118.5667,295.18,83,3,3.6
442,442,Xichang,CN,2022-05-24 20:22:39,27.8964,102.2634,292.08,90,68,0.43
443,443,Yulara,AU,2022-05-24 20:22:39,-25.2406,130.9889,288.28,63,28,1.99
444,444,Sao Felix Do Xingu,BR,2022-05-24 20:22:39,-6.6447,-51.995,302.24,62,12,2.22
445,445,Sale,MA,2022-05-24 20:22:40,34.0389,-6.8166,291.9,68,75,2.57
446,446,Kristiansund,NO,2022-05-24 20:22:40,63.1115,7.732,288.51,51,75,1.54
447,447,Ekhabi,RU,2022-05-24 20:22:40,53.5102,142.9671,273.43,97,100,6.28
448,448,Uthal,PK,2022-05-24 20:22:41,25.8072,66.6219,301.19,82,33,2.83
449,449,Ugoofaaru,MV,2022-05-24 20:22:41,5.6667,73.0,301.48,76,99,4.39
450,450,North Adams,US,2022-05-24 20:22:41,42.7009,-73.1087,296.04,38,100,2.06
451,451,Wajir,KE,2022-05-24 20:22:41,1.7471,40.0573,300.56,66,94,7.34
452,452,Rio Gallegos,AR,2022-05-24 20:22:41,-51.6226,-69.2181,278.18,60,20,8.75
453,453,Vila Velha,BR,2022-05-24 20:19:50,-20.3297,-40.2925,296.12,78,40,1.54
454,454,Misratah,LY,2022-05-24 20:22:42,32.3754,15.0925,296.51,57,0,5.27
455,455,Lillooet,CA,2022-05-24 20:22:42,50.6856,-121.942,289.21,52,100,1.87
456,456,San Juan,AR,2022-05-24 20:21:59,-31.5375,-68.5364,290.11,40,34,3.27
457,457,Bambous Virieux,MU,2022-05-24 20:22:42,-20.3428,57.7575,296.29,83,75,1.54
458,458,Ormara,PK,2022-05-24 20:22:43,25.2088,64.6357,300.61,91,11,2.68
459,459,Geraldton,AU,2022-05-24 20:23:03,-28.7667,114.6,287.38,88,85,3.6
460,460,Inongo,CD,2022-05-24 20:23:03,-1.95,18.2667,294.29,96,99,0.87
461,461,Corrales,US,2022-05-24 20:23:04,35.2378,-106.6067,297.06,17,75,7.15
462,462,Pahrump,US,2022-05-24 20:23:04,36.2083,-115.9839,305.1,6,29,3.13
463,463,Broken Hill,AU,2022-05-24 20:23:04,-31.95,141.4333,287.36,74,100,4.55
464,464,Aswan,EG,2022-05-24 20:23:05,24.0934,32.907,302.76,15,0,2.06
465,465,Benguela,AO,2022-05-24 20:23:05,-12.5763,13.4055,294.41,85,16,1.49
466,466,Bonthe,SL,2022-05-24 20:23:05,7.5264,-12.505,298.32,83,86,1.95
467,467,Namatanai,PG,2022-05-24 20:23:05,-3.6667,152.4333,298.61,76,99,3.06
468,468,Karpogory,RU,2022-05-24 20:23:06,64.0019,44.4451,275.07,91,14,3.27
469,469,Atambua,ID,2022-05-24 20:23:06,-9.1061,124.8925,295.76,91,62,2.22
470,470,Victoria,HK,2022-05-24 20:21:41,22.2855,114.1577,298.69,92,100,5.81
471,471,Sherlovaya Gora,RU,2022-05-24 20:23:06,50.5667,116.25,282.87,34,82,2.61
472,472,Caravelas,BR,2022-05-24 20:23:07,-17.7125,-39.2481,294.92,82,18,2.51
473,473,San Cristobal,VE,2022-05-24 20:23:07,7.7669,-72.225,301.25,58,98,2.74
474,474,Port Macquarie,AU,2022-05-24 20:23:07,-31.4333,152.9167,284.2,91,21,2.63
475,475,Noshiro,JP,2022-05-24 20:23:08,40.2039,140.0242,286.39,77,0,2.51
476,476,San Quintin,MX,2022-05-24 20:23:08,30.4833,-115.95,292.1,62,0,4.61
477,477,Lodja,CD,2022-05-24 20:23:08,-3.4833,23.4333,293.83,99,95,1.12
478,478,Nishihara,JP,2022-05-24 20:23:09,26.1842,127.7558,295.96,94,75,8.23
479,479,Pangnirtung,CA,2022-05-24 20:23:09,66.1451,-65.7125,266.15,58,100,1.54
480,480,Sakakah,SA,2022-05-24 20:23:09,29.9697,40.2064,297.91,17,0,3.75
481,481,Marsh Harbour,BS,2022-05-24 20:23:10,26.5412,-77.0636,299.27,67,14,5.82
482,482,Killam,CA,2022-05-24 20:23:10,52.7834,-111.8518,292.12,34,100,5.14
483,483,Lubango,AO,2022-05-24 20:23:10,-14.9172,13.4925,287.38,33,0,2.11
484,484,Kedrovyy,RU,2022-05-24 20:23:11,56.1667,91.8167,280.38,85,0,2.09
485,485,Berdigestyakh,RU,2022-05-24 20:23:11,62.0989,126.6992,275.71,96,100,2.25
486,486,Novoagansk,RU,2022-05-24 20:23:11,61.9449,76.6625,284.04,90,90,1.21
487,487,Nowy Dwor Gdanski,PL,2022-05-24 20:23:11,54.2131,19.1177,288.26,95,100,4.14
488,488,Jhang,PK,2022-05-24 20:19:32,33.6748,72.6963,297.93,35,0,3.86
489,489,Tignere,CM,2022-05-24 20:23:12,7.3667,12.65,292.29,89,63,0.95
490,490,Aitape,PG,2022-05-24 20:23:12,-3.1374,142.3475,298.66,87,99,1.81
491,491,Kudahuvadhoo,MV,2022-05-24 20:23:12,2.6708,72.8944,301.32,74,83,1.86
492,492,Tsuruoka,JP,2022-05-24 20:23:13,38.7217,139.8217,287.27,72,0,2.9
493,493,Mount Pleasant,US,2022-05-24 20:23:13,32.7941,-79.8626,304.23,67,0,7.2
494,494,Vilcun,CL,2022-05-24 20:23:13,-38.65,-72.2333,281.56,86,79,1.86
495,495,Taksimo,RU,2022-05-24 20:23:14,56.3444,114.8794,283.18,59,14,2.35
496,496,Vaitape,PF,2022-05-24 20:23:14,-16.5167,-151.75,300.59,70,5,7.86
497,497,Zambezi,ZM,2022-05-24 20:23:14,-13.5432,23.1047,286.12,42,0,2.01
498,498,Zunyi,CN,2022-05-24 20:23:14,27.6867,106.9072,291.81,95,100,1.06
499,499,Hibbing,US,2022-05-24 20:21:14,47.4272,-92.9377,294.02,34,100,3.09
500,500,Vanavara,RU,2022-05-24 20:23:15,60.34,102.2797,282.61,63,80,2.34
501,501,Bourail,NC,2022-05-24 20:23:15,-21.5667,165.4833,295.2,86,100,2.3
502,502,Nong Kung Si,TH,2022-05-24 20:23:15,16.65,103.3,299.72,99,100,3.73
503,503,Hami,CN,2022-05-24 20:23:16,42.8,93.45,301.3,15,76,6.4
504,504,Agadir,MA,2022-05-24 20:23:16,30.4202,-9.5982,294.4,72,84,1.63
505,505,Laurel,US,2022-05-24 20:23:36,39.0993,-76.8483,291.05,76,100,4.63
506,506,Panaba,MX,2022-05-24 20:23:37,21.2833,-88.2667,311.07,22,14,8.0
507,507,Wanning,CN,2022-05-24 20:23:37,18.8003,110.3967,298.35,94,100,0.5
508,508,Ca Mau,VN,2022-05-24 20:23:37,9.1769,105.15,299.62,88,98,1.6
509,509,Yantal,RU,2022-05-24 20:23:38,56.8471,105.2542,283.0,67,2,1.72
510,510,Savannah Bight,HN,2022-05-24 20:23:38,16.45,-85.85,300.7,83,22,13.56
511,511,Marsa Matruh,EG,2022-05-24 20:23:38,31.3525,27.2453,292.26,63,0,1.03
512,512,Siguiri,GN,2022-05-24 20:23:38,11.6667,-9.5,301.86,48,54,2.02
513,513,Flinders,AU,2022-05-24 20:23:39,-34.5833,150.8552,285.47,94,24,0.89
514,514,Wahpeton,US,2022-05-24 20:23:39,46.2652,-96.6059,294.55,34,20,5.66
515,515,Novikovo,RU,2022-05-24 20:23:39,51.1537,37.8879,281.34,81,22,1.98
516,516,Mandurah,AU,2022-05-24 20:23:39,-32.55,115.7,287.78,79,34,3.14
517,517,Khuchni,RU,2022-05-24 20:21:08,41.9499,47.9485,284.22,86,100,0.35
518,518,Hoima,UG,2022-05-24 20:23:40,1.4356,31.3436,291.75,96,100,1.02
519,519,Iwanai,JP,2022-05-24 20:23:40,42.9744,140.5089,285.41,78,21,2.82
520,520,Vinukonda,IN,2022-05-24 20:23:40,16.05,79.75,307.24,36,100,1.84
521,521,Tevaitoa,PF,2022-05-24 20:23:41,-16.7833,-151.5,300.29,71,2,7.72
522,522,Hirara,JP,2022-05-24 20:23:41,24.8,125.2833,296.86,91,100,1.78
523,523,Monrovia,LR,2022-05-24 20:23:41,6.3005,-10.7969,297.53,87,98,3.61
524,524,Unity,CA,2022-05-24 20:23:42,52.4501,-109.1682,292.18,34,100,5.64
525,525,Amga,RU,2022-05-24 20:23:42,60.8953,131.9608,278.59,92,99,0.87
526,526,Havelock,US,2022-05-24 20:23:42,34.8791,-76.9013,302.15,77,40,9.26
527,527,Chardara,KZ,2022-05-24 20:23:42,41.2547,67.9692,295.37,38,0,3.59
528,528,Banda Aceh,ID,2022-05-24 20:23:43,5.5577,95.3222,300.4,79,98,6.22
529,529,Tiarei,PF,2022-05-24 20:23:43,-17.5333,-149.3333,301.16,70,0,6.83
530,530,Tual,ID,2022-05-24 20:23:43,-5.6667,132.75,300.87,79,90,6.71
531,531,Wellington,NZ,2022-05-24 20:22:11,-41.2866,174.7756,282.96,87,2,3.09
532,532,Pangkalanbuun,ID,2022-05-24 20:23:44,-2.6833,111.6167,298.54,94,99,0.27
533,533,Asosa,ET,2022-05-24 20:23:44,10.0667,34.5333,292.03,78,100,0.89
534,534,Trofors,NO,2022-05-24 20:23:44,65.5333,13.4063,289.08,50,96,3.52
535,535,Tashtyp,RU,2022-05-24 20:23:44,52.7939,89.8983,284.02,90,97,0.84
536,536,Borovichi,RU,2022-05-24 20:23:45,58.3878,33.9155,277.51,72,100,1.67
537,537,Yeppoon,AU,2022-05-24 20:23:45,-23.1333,150.7333,290.03,88,99,5.64
538,538,Puga,MX,2022-05-24 20:23:45,21.5833,-104.8167,308.19,26,0,3.6
539,539,Zhezkazgan,KZ,2022-05-24 20:23:46,47.8043,67.7144,291.5,32,89,4.62
540,540,Dakar,SN,2022-05-24 20:23:02,14.6937,-17.4441,296.22,78,75,8.23
541,541,Necochea,AR,2022-05-24 20:23:46,-38.5473,-58.7368,285.3,63,0,3.26
542,542,Togur,RU,2022-05-24 20:23:46,58.3631,82.8265,287.92,63,3,2.29
543,543,Sadiqabad,PK,2022-05-24 20:23:46,28.3062,70.1307,306.29,20,0,6.79
544,544,Soe,ID,2022-05-24 20:23:47,-9.8607,124.284,292.46,92,83,1.5
545,545,Vredendal,ZA,2022-05-24 20:23:47,-31.6683,18.5012,287.15,88,13,1.65
546,546,Ajaccio,FR,2022-05-24 20:23:47,42.0,8.9167,292.18,78,0,1.54
547,547,Genhe,CN,2022-05-24 20:23:48,50.7833,121.5167,278.43,73,41,1.6
548,548,Coahuayana,MX,2022-05-24 20:23:48,18.7333,-103.6833,304.3,52,88,3.96
549,549,Yashkul,RU,2022-05-24 20:23:48,46.1711,45.3435,287.07,51,42,3.47
550,550,Mitchell,US,2022-05-24 20:19:14,43.7094,-98.0298,293.56,31,0,7.2
551,551,Eyemouth,GB,2022-05-24 20:23:49,55.8713,-2.0901,285.5,81,8,6.59
552,552,Rexburg,US,2022-05-24 20:24:12,43.826,-111.7897,291.16,33,75,3.09
553,553,Jacqueville,CI,2022-05-24 20:24:12,5.2052,-4.4146,298.89,84,100,4.78
554,554,Jalu,LY,2022-05-24 20:24:13,29.0331,21.5482,302.94,10,0,3.7
555,555,Kaoma,ZM,2022-05-24 20:24:13,-14.7833,24.8,285.38,45,0,1.65
556,556,Ovsyanka,RU,2022-05-24 20:24:13,55.9575,92.5519,281.69,91,0,0.79
557,557,Surt,LY,2022-05-24 20:24:13,31.2089,16.5887,296.88,48,0,6.68
558,558,Sambava,MG,2022-05-24 20:24:14,-14.2667,50.1667,294.85,87,9,4.26
559,559,Mackenzie,CA,2022-05-24 20:20:10,55.2999,-123.1698,285.27,43,75,2.06
560,560,Bud,US,2022-05-24 20:24:14,39.447,-86.1758,297.86,53,92,4.95
561,561,Itaituba,BR,2022-05-24 20:24:14,-4.2761,-55.9836,305.24,66,40,4.12
562,562,Tacuarembo,UY,2022-05-24 20:24:15,-31.7333,-55.9833,294.26,71,48,1.67
563,563,Shache,CN,2022-05-24 20:24:15,38.4167,77.2406,292.86,42,100,3.65
